Delivery_ID,Truck_ID,Delivery_Date,Distance_KM,Was_Delayed,Delay_Hours,Penalty_Fees_USD
D26580,T086,2024-02-20,941,Yes,4,485
D26581,T086,2024-10-22,150,No,0,0
D26582,T086,2024-07-02,895,No,0,0
D26583,T086,2023-08-26,530,Yes,17,1895
D26584,T086,2023-03-24,1178,No,0,0
D26585,T086,2023-07-10,130,No,0,0
D26586,T086,2023-02-21,952,No,0,0
D26587,T086,2023-06-23,689,No,0,0
D26588,T086,2023-12-08,953,No,0,0
D26589,T086,2024-04-03,216,No,0,0
D26590,T086,2023-12-03,1285,No,0,0
D26591,T086,2024-05-16,1186,Yes,5,947
D26592,T086,2024-04-05,1393,No,0,0
D26593,T086,2023-08-30,952,No,0,0
D26594,T086,2023-03-03,981,No,0,0
D26595,T086,2023-04-25,1057,Yes,14,3336
D26596,T086,2023-01-30,802,No,0,0
D26597,T086,2023-09-26,126,No,0,0
D26598,T086,2023-09-21,556,No,0,0
D26599,T086,2024-09-03,646,No,0,0
D26600,T086,2023-11-20,816,No,0,0
D26601,T086,2023-03-18,1311,No,0,0
D26602,T086,2023-09-12,76,No,0,0
D26603,T086,2024-09-03,475,Yes,9,4630
D26604,T086,2024-10-12,1426,Yes,19,3178
D26605,T086,2024-08-05,301,No,0,0
D26606,T086,2023-12-29,1038,No,0,0
D26607,T086,2023-07-04,1338,No,0,0
D26608,T086,2024-11-06,414,No,0,0
D26609,T086,2024-05-04,682,No,0,0
D26610,T086,2023-01-30,799,Yes,4,1329
D26611,T086,2024-03-30,559,No,0,0
D26612,T086,2024-04-09,780,No,0,0
D26613,T086,2024-10-21,396,No,0,0
D26614,T086,2024-08-22,278,Yes,9,3574
D26615,T086,2023-04-12,498,No,0,0
D26616,T086,2024-03-12,86,No,0,0
D26617,T086,2023-07-16,965,No,0,0
D26618,T086,2023-08-13,161,No,0,0
D26619,T086,2023-12-04,532,Yes,14,2548
D26620,T086,2023-10-22,431,No,0,0
D26621,T086,2024-12-10,596,Yes,10,1423
D26622,T086,2023-12-21,216,No,0,0
D26623,T086,2023-08-24,690,No,0,0
D26624,T086,2024-04-29,679,Yes,7,1460
D26625,T086,2023-07-04,338,No,0,0
D26626,T086,2023-12-02,271,No,0,0
D26627,T086,2023-04-10,655,No,0,0
D26628,T086,2023-11-02,1490,No,0,0
D26629,T086,2023-02-12,756,No,0,0
D26630,T086,2024-07-01,1398,Yes,18,4399
D26631,T086,2024-07-04,233,No,0,0
D26632,T086,2024-11-11,1059,No,0,0
D26633,T086,2023-07-28,386,No,0,0
D26634,T086,2024-10-25,1393,No,0,0
D26635,T086,2024-05-29,399,No,0,0
D26636,T086,2023-12-31,478,No,0,0
D26637,T086,2023-09-14,638,No,0,0
D26638,T086,2024-06-02,257,No,0,0
D26639,T086,2023-12-26,1087,No,0,0
D26640,T086,2024-09-09,338,No,0,0
D26641,T086,2023-04-13,268,No,0,0
D26642,T086,2023-03-10,1011,No,0,0
D26643,T086,2024-05-29,409,Yes,20,3474
D26644,T086,2023-08-01,521,Yes,12,4040
D26645,T086,2024-11-24,897,No,0,0
D26646,T086,2024-02-21,280,No,0,0
D26647,T086,2023-07-02,1180,Yes,11,2372
D26648,T086,2023-04-16,720,No,0,0
D26649,T086,2023-03-01,743,No,0,0
D26650,T086,2023-10-19,345,No,0,0
D26651,T086,2024-11-19,998,No,0,0
D26652,T086,2024-03-27,1451,No,0,0
D26653,T086,2024-10-16,285,No,0,0
D26654,T086,2024-02-22,1306,No,0,0
D26655,T086,2024-05-01,1204,No,0,0
D26656,T086,2024-10-19,924,No,0,0
D26657,T086,2023-04-16,1152,No,0,0
D26658,T086,2024-05-24,1489,No,0,0
D26659,T086,2024-03-28,125,Yes,17,4992
D26660,T086,2023-03-30,596,No,0,0
D26661,T086,2023-09-01,376,No,0,0
D26662,T086,2023-05-07,246,No,0,0
D26663,T086,2024-09-14,1346,Yes,6,1171
D26664,T086,2024-12-24,123,No,0,0
D26665,T086,2024-07-06,1019,No,0,0
D26666,T086,2023-07-06,1035,No,0,0
D26667,T086,2024-02-17,771,No,0,0
D26668,T086,2023-11-29,471,Yes,14,3943
D26669,T086,2023-04-01,857,No,0,0
D26670,T086,2024-09-01,1205,Yes,16,1366
D26671,T086,2024-02-05,1253,Yes,6,1027
D26672,T086,2024-05-19,721,Yes,9,3812
D26673,T086,2024-09-25,1320,No,0,0
D26674,T086,2023-02-03,943,Yes,19,4312
D26675,T086,2024-08-24,393,No,0,0
D26676,T086,2024-08-17,1420,Yes,4,1319
D26677,T086,2023-08-04,859,No,0,0
D26678,T086,2024-07-28,124,No,0,0
D26679,T086,2023-12-16,941,Yes,16,4244
D26680,T086,2023-12-21,1193,No,0,0
D26681,T086,2024-08-13,728,No,0,0
D26682,T086,2024-03-19,854,No,0,0
D26683,T086,2024-11-10,736,Yes,7,713
D26684,T086,2024-12-22,1035,No,0,0
D26685,T086,2024-02-18,204,No,0,0
D26686,T086,2023-05-22,470,No,0,0
D26687,T086,2024-11-29,630,Yes,14,4544
D26688,T086,2024-11-26,1104,Yes,4,555
D26689,T086,2024-11-28,1490,No,0,0
D26690,T086,2023-08-20,257,No,0,0
D26691,T086,2023-09-19,124,No,0,0
D26692,T086,2023-04-23,132,Yes,4,450
D26693,T086,2024-11-28,76,No,0,0
D26694,T086,2024-10-17,1000,No,0,0
D26695,T086,2023-09-27,1289,No,0,0
D26696,T086,2023-11-11,898,No,0,0
D26697,T086,2023-11-27,283,Yes,5,1012
D26698,T086,2023-06-21,442,No,0,0
D26699,T086,2024-07-17,427,Yes,13,4737
D26700,T086,2023-11-08,838,No,0,0
D26701,T086,2023-11-06,393,No,0,0
D26702,T086,2023-04-04,555,No,0,0
D26703,T086,2023-06-23,1134,No,0,0
D26704,T086,2024-02-08,837,Yes,20,1287
D26705,T086,2023-11-14,853,No,0,0
D26706,T086,2024-01-11,743,No,0,0
D26707,T086,2023-02-21,766,No,0,0
D26708,T086,2023-08-31,1447,Yes,5,290
D26709,T086,2024-02-19,406,No,0,0
D26710,T086,2024-12-20,88,No,0,0
D26711,T086,2024-05-22,1001,No,0,0
D26712,T086,2024-09-04,506,No,0,0
D26713,T086,2024-12-26,1168,No,0,0
D26714,T086,2023-05-04,571,No,0,0
D26715,T086,2024-04-08,1325,No,0,0
D26716,T086,2024-02-16,222,No,0,0
D26717,T086,2023-03-17,706,No,0,0
D26718,T086,2024-02-23,1185,Yes,7,1361
D26719,T086,2023-09-26,1323,No,0,0
D26720,T086,2023-11-15,1340,Yes,17,3223
D26721,T086,2024-11-19,1059,Yes,20,3798
D26722,T086,2023-06-25,927,Yes,20,2104
D26723,T086,2023-01-09,831,Yes,2,388
D26724,T086,2024-12-12,1319,No,0,0
D26725,T086,2024-09-08,1445,No,0,0
D26726,T086,2023-12-17,1154,No,0,0
D26727,T086,2023-01-06,950,No,0,0
D26728,T086,2024-12-11,201,No,0,0
D26729,T086,2023-11-24,414,No,0,0
D26730,T086,2024-01-19,485,No,0,0
D26731,T086,2023-05-24,949,No,0,0
D26732,T086,2024-02-16,973,No,0,0
D26733,T086,2023-04-28,117,No,0,0
D26734,T086,2024-07-26,611,No,0,0
D26735,T086,2024-08-16,429,Yes,14,2028
D26736,T086,2024-07-21,148,No,0,0
D26737,T086,2023-06-14,685,No,0,0
D26738,T086,2023-09-11,425,No,0,0
D26739,T086,2023-03-28,1279,No,0,0
D26740,T086,2024-12-22,412,No,0,0
D26741,T086,2023-06-23,1343,No,0,0
D26742,T086,2024-05-22,1054,No,0,0
D26743,T086,2023-08-23,1045,No,0,0
D26744,T086,2023-06-01,243,No,0,0
D26745,T086,2023-01-29,682,No,0,0
D26746,T086,2024-06-07,1335,No,0,0
D26747,T086,2024-12-22,978,No,0,0
D26748,T086,2023-12-16,1022,No,0,0
D26749,T086,2024-10-24,1300,No,0,0
D26750,T086,2023-01-14,620,No,0,0
D26751,T086,2023-02-19,1459,No,0,0
D26752,T086,2024-06-10,389,No,0,0
D26753,T086,2023-09-26,294,No,0,0
D26754,T086,2023-01-30,104,No,0,0
D26755,T086,2024-01-07,520,No,0,0
D26756,T086,2024-11-02,1283,No,0,0
D26757,T086,2024-08-05,1472,No,0,0
D26758,T086,2024-12-16,964,No,0,0
D26759,T086,2023-04-17,457,No,0,0
D26760,T086,2024-05-31,286,Yes,14,1030
D26761,T086,2024-02-18,1207,Yes,19,3236
D26762,T086,2024-03-04,325,No,0,0
D26763,T086,2023-10-03,1286,Yes,7,766
D26764,T086,2024-02-09,514,No,0,0
D26765,T086,2024-11-16,874,Yes,15,4657
D26766,T086,2024-11-02,566,No,0,0
D26767,T086,2024-10-04,773,No,0,0
D26768,T086,2024-05-25,604,No,0,0
D26769,T086,2023-07-26,692,No,0,0
D26770,T086,2023-03-23,819,No,0,0
D26771,T086,2023-12-09,460,No,0,0
D26772,T086,2023-07-26,165,No,0,0
D26773,T086,2024-11-29,229,Yes,7,710
D26774,T086,2024-03-14,997,No,0,0
D26775,T086,2023-09-19,721,No,0,0
D26776,T086,2023-11-28,278,No,0,0
D26777,T086,2023-12-01,1206,No,0,0
D26778,T086,2024-05-08,209,No,0,0
D26779,T086,2024-03-08,176,No,0,0
D26780,T086,2024-09-19,1396,Yes,10,1177
D26781,T086,2023-06-28,350,No,0,0
D26782,T086,2024-07-14,1000,No,0,0
D26783,T086,2023-01-17,1305,Yes,16,1355
D26784,T086,2024-04-06,977,Yes,17,1729
D26785,T086,2023-03-16,1092,No,0,0
D26786,T086,2023-01-14,1151,No,0,0
D26787,T086,2023-12-20,522,No,0,0
D26788,T086,2023-02-01,1235,No,0,0
D26789,T086,2023-03-04,380,No,0,0
D26790,T086,2024-10-07,1073,No,0,0
D26791,T086,2023-07-07,731,Yes,3,247
D26792,T086,2024-09-20,1374,No,0,0
D26793,T086,2024-11-05,125,Yes,1,0
D26794,T086,2024-09-25,1271,No,0,0
D26795,T086,2023-02-06,107,No,0,0
D26796,T086,2023-10-22,1312,No,0,0
D26797,T086,2024-05-10,58,No,0,0
D26798,T086,2024-08-05,706,Yes,4,374
D26799,T086,2023-04-02,687,No,0,0
D26800,T086,2024-07-31,435,No,0,0
D26801,T086,2023-11-27,1419,No,0,0
D26802,T086,2024-12-16,781,No,0,0
D26803,T086,2024-07-17,177,Yes,9,4184
D26804,T086,2023-09-19,1374,No,0,0
D26805,T086,2023-01-05,1159,Yes,8,1700
D26806,T086,2023-08-15,375,No,0,0
D26807,T086,2023-04-02,893,No,0,0
D26808,T086,2023-12-28,356,Yes,20,2427
D26809,T086,2023-10-27,63,No,0,0
D26810,T086,2024-02-26,625,No,0,0
D26811,T086,2023-09-29,1329,No,0,0
D26812,T086,2024-02-08,1002,No,0,0
D26813,T086,2023-12-15,357,No,0,0
D26814,T086,2023-11-12,1073,No,0,0
D26815,T086,2023-09-04,606,No,0,0
D26816,T086,2023-07-16,1480,Yes,19,2936
D26817,T086,2023-06-19,1213,No,0,0
D26818,T086,2024-01-05,229,No,0,0
D26819,T086,2024-01-26,869,No,0,0
D26820,T086,2024-03-31,846,No,0,0
D26821,T086,2024-01-11,1357,No,0,0
D26822,T086,2023-03-03,1481,Yes,18,3816
D26823,T086,2023-05-05,66,Yes,5,1327
D26824,T086,2023-06-03,355,No,0,0
D26825,T086,2024-04-06,1390,No,0,0
D26826,T086,2023-02-01,1077,No,0,0
D26827,T086,2023-01-11,582,No,0,0
D26828,T086,2024-10-31,1003,No,0,0
D26829,T086,2023-03-25,1395,No,0,0
D26830,T086,2024-12-22,1402,No,0,0
D26831,T086,2023-01-19,625,No,0,0
D26832,T086,2024-06-07,174,Yes,14,3888
D26833,T086,2024-07-22,434,No,0,0
D26834,T086,2023-03-18,1469,Yes,14,1969
D26835,T086,2024-05-10,1277,No,0,0
D26836,T086,2024-12-19,936,No,0,0
D26837,T086,2023-01-19,111,No,0,0
D26838,T086,2024-10-12,246,No,0,0
D26839,T086,2023-01-29,803,Yes,7,246
D26840,T086,2024-12-07,1486,Yes,8,2488
D26841,T086,2024-09-01,319,No,0,0
D26842,T086,2024-01-28,296,No,0,0
D26843,T086,2024-05-06,1440,No,0,0
D26844,T086,2024-06-08,959,No,0,0
D26845,T086,2024-12-20,904,No,0,0
D26846,T086,2023-10-27,682,No,0,0
D26847,T086,2023-07-27,1474,No,0,0
D26848,T086,2024-01-29,897,No,0,0
D26849,T086,2024-03-28,1427,No,0,0
D26850,T086,2023-09-07,877,No,0,0
D26851,T086,2023-02-17,1434,No,0,0
D26852,T086,2023-04-10,685,Yes,13,4069
D26853,T086,2024-09-24,904,No,0,0
D26854,T086,2023-12-20,738,No,0,0
D26855,T086,2024-03-22,345,Yes,1,0
D26856,T086,2023-03-25,1370,Yes,16,3645
D26857,T086,2024-07-05,839,Yes,17,1445
D26858,T086,2023-10-30,1398,Yes,18,3612
D26859,T086,2023-07-11,773,No,0,0
D26860,T086,2023-11-26,887,No,0,0
D26861,T086,2023-03-28,997,No,0,0
D26862,T086,2024-06-04,1300,No,0,0
D26863,T086,2024-04-02,72,No,0,0
D26864,T086,2023-01-13,430,No,0,0
D26865,T086,2023-01-10,1442,No,0,0
D26866,T086,2024-11-08,706,Yes,20,4300
D26867,T086,2023-06-29,66,No,0,0
D26868,T086,2024-09-19,956,Yes,16,4267
D26869,T086,2023-02-17,866,No,0,0
D26870,T086,2024-03-04,953,No,0,0
D26871,T086,2023-01-31,968,No,0,0
D26872,T086,2023-08-24,1430,No,0,0
D26873,T086,2024-09-15,619,No,0,0
D26874,T086,2024-01-02,1244,No,0,0
D26875,T086,2023-01-16,1053,No,0,0
D26876,T086,2024-08-03,1151,Yes,13,1483
D26877,T086,2024-11-08,1389,No,0,0
D26878,T087,2024-08-07,1382,No,0,0
D26879,T087,2023-08-24,499,No,0,0
D26880,T087,2023-04-04,491,No,0,0
D26881,T087,2024-06-11,1229,No,0,0
D26882,T087,2024-07-06,615,No,0,0
D26883,T087,2023-10-02,1285,Yes,11,1637
D26884,T087,2023-03-05,207,No,0,0
D26885,T087,2023-05-29,401,No,0,0
D26886,T087,2024-02-10,1136,No,0,0
D26887,T087,2023-02-19,844,Yes,20,2293
D26888,T087,2023-11-22,1329,No,0,0
D26889,T087,2023-03-19,649,No,0,0
D26890,T087,2024-03-18,560,No,0,0
D26891,T087,2023-11-10,68,No,0,0
D26892,T087,2024-07-07,592,No,0,0
D26893,T087,2024-04-17,356,No,0,0
D26894,T087,2024-04-04,60,No,0,0
D26895,T087,2024-03-02,1344,No,0,0
D26896,T087,2023-06-15,884,No,0,0
D26897,T087,2024-02-04,1248,No,0,0
D26898,T087,2024-12-16,1073,Yes,19,2162
D26899,T087,2024-11-03,1033,No,0,0
D26900,T087,2024-01-13,726,No,0,0
D26901,T087,2023-12-23,1444,No,0,0
D26902,T087,2024-01-29,1119,Yes,8,2342
D26903,T087,2023-02-26,956,No,0,0
D26904,T087,2024-08-26,438,No,0,0
D26905,T087,2024-01-29,1378,No,0,0
D26906,T087,2024-06-14,274,No,0,0
D26907,T087,2023-08-13,480,No,0,0
D26908,T087,2024-05-08,512,No,0,0
D26909,T087,2023-04-18,462,No,0,0
D26910,T087,2023-11-19,1437,No,0,0
D26911,T087,2024-09-10,541,No,0,0
D26912,T087,2024-11-14,1125,No,0,0
D26913,T087,2023-12-29,90,No,0,0
D26914,T087,2024-12-23,587,No,0,0
D26915,T087,2024-05-17,1131,No,0,0
D26916,T087,2024-08-14,1147,No,0,0
D26917,T087,2024-10-19,553,Yes,4,565
D26918,T087,2023-09-18,563,No,0,0
D26919,T087,2024-11-05,217,No,0,0
D26920,T087,2023-12-21,834,No,0,0
D26921,T087,2023-05-23,250,No,0,0
D26922,T087,2024-08-25,1421,No,0,0
D26923,T087,2024-11-27,956,No,0,0
D26924,T087,2024-12-20,714,No,0,0
D26925,T087,2024-03-07,366,No,0,0
D26926,T087,2024-04-28,542,No,0,0
D26927,T087,2023-03-27,1441,No,0,0
D26928,T087,2024-04-01,1171,No,0,0
D26929,T087,2023-09-14,766,No,0,0
D26930,T087,2023-01-30,745,No,0,0
D26931,T087,2024-09-04,60,Yes,16,1744
D26932,T087,2023-02-04,578,No,0,0
D26933,T087,2024-01-30,1111,No,0,0
D26934,T087,2023-02-15,154,Yes,12,4169
D26935,T087,2024-12-18,367,No,0,0
D26936,T087,2024-08-13,109,Yes,12,1311
D26937,T087,2023-06-12,453,Yes,13,1281
D26938,T087,2024-09-28,528,No,0,0
D26939,T087,2024-12-19,1423,No,0,0
D26940,T087,2024-04-17,951,No,0,0
D26941,T087,2023-06-18,1105,No,0,0
D26942,T087,2023-08-13,1437,No,0,0
D26943,T087,2023-09-08,325,No,0,0
D26944,T087,2024-01-31,254,No,0,0
D26945,T087,2024-01-06,1261,No,0,0
D26946,T087,2023-04-15,1163,No,0,0
D26947,T087,2024-02-23,736,No,0,0
D26948,T087,2024-04-17,1420,No,0,0
D26949,T087,2024-09-08,973,No,0,0
D26950,T087,2024-11-06,207,No,0,0
D26951,T087,2024-10-16,1258,Yes,16,3695
D26952,T087,2023-07-07,1008,No,0,0
D26953,T087,2024-11-25,406,No,0,0
D26954,T087,2023-12-03,597,No,0,0
D26955,T087,2024-09-06,550,No,0,0
D26956,T087,2024-08-01,623,No,0,0
D26957,T087,2023-01-27,762,No,0,0
D26958,T087,2023-08-11,1070,Yes,8,3641
D26959,T087,2023-02-07,1357,No,0,0
D26960,T087,2024-02-18,1139,No,0,0
D26961,T087,2023-05-19,1405,Yes,6,265
D26962,T087,2024-12-30,1361,No,0,0
D26963,T087,2023-10-15,962,No,0,0
D26964,T087,2023-07-09,682,No,0,0
D26965,T087,2024-09-06,401,No,0,0
D26966,T087,2024-06-03,189,No,0,0
D26967,T087,2023-11-20,1195,Yes,1,0
D26968,T087,2023-12-15,664,No,0,0
D26969,T087,2024-01-02,1463,No,0,0
D26970,T087,2023-12-27,934,No,0,0
D26971,T087,2023-11-04,1053,No,0,0
D26972,T087,2023-04-19,1412,No,0,0
D26973,T087,2023-10-23,400,No,0,0
D26974,T087,2023-12-01,724,No,0,0
D26975,T087,2024-09-12,1068,No,0,0
D26976,T087,2024-08-06,240,No,0,0
D26977,T087,2024-05-05,1365,No,0,0
D26978,T087,2023-05-29,1103,No,0,0
D26979,T087,2024-09-02,944,No,0,0
D26980,T087,2024-10-17,1239,No,0,0
D26981,T087,2023-11-21,793,No,0,0
D26982,T087,2023-11-05,228,No,0,0
D26983,T087,2023-02-24,1413,No,0,0
D26984,T087,2024-09-06,181,No,0,0
D26985,T087,2024-10-20,1332,No,0,0
D26986,T087,2024-07-09,86,No,0,0
D26987,T087,2024-12-30,1014,No,0,0
D26988,T087,2023-01-01,955,No,0,0
D26989,T087,2024-04-23,477,No,0,0
D26990,T087,2023-12-19,344,Yes,14,4205
D26991,T087,2023-10-02,715,No,0,0
D26992,T087,2024-12-23,850,No,0,0
D26993,T087,2024-08-31,669,No,0,0
D26994,T087,2023-02-20,601,No,0,0
D26995,T087,2023-08-05,155,No,0,0
D26996,T087,2024-03-17,826,No,0,0
D26997,T087,2023-12-20,610,No,0,0
D26998,T087,2024-06-22,555,No,0,0
D26999,T087,2024-12-24,1014,No,0,0
D27000,T087,2023-03-07,751,No,0,0
D27001,T087,2024-03-29,1434,No,0,0
D27002,T087,2023-06-11,1157,No,0,0
D27003,T087,2024-05-26,1374,No,0,0
D27004,T087,2023-01-24,810,No,0,0
D27005,T087,2024-08-10,213,No,0,0
D27006,T087,2024-03-15,971,No,0,0
D27007,T087,2023-09-20,1428,No,0,0
D27008,T087,2023-05-02,66,No,0,0
D27009,T087,2024-12-02,282,No,0,0
D27010,T087,2024-06-30,493,No,0,0
D27011,T087,2024-01-09,747,No,0,0
D27012,T087,2024-01-30,1146,No,0,0
D27013,T087,2024-12-13,632,No,0,0
D27014,T087,2023-02-25,885,No,0,0
D27015,T087,2024-07-13,515,No,0,0
D27016,T087,2023-08-11,480,No,0,0
D27017,T087,2024-12-22,130,No,0,0
D27018,T087,2023-12-04,530,No,0,0
D27019,T087,2023-12-01,387,No,0,0
D27020,T087,2024-04-27,1496,No,0,0
D27021,T087,2024-07-05,650,Yes,10,2857
D27022,T087,2023-06-02,796,No,0,0
D27023,T087,2024-08-13,446,No,0,0
D27024,T087,2024-02-07,1154,No,0,0
D27025,T087,2024-07-27,609,No,0,0
D27026,T087,2023-08-28,435,No,0,0
D27027,T087,2024-12-13,1009,No,0,0
D27028,T087,2023-12-11,510,No,0,0
D27029,T087,2024-06-20,522,No,0,0
D27030,T087,2023-05-27,441,No,0,0
D27031,T087,2024-12-30,687,No,0,0
D27032,T087,2024-03-29,469,No,0,0
D27033,T087,2023-04-20,636,No,0,0
D27034,T087,2024-11-27,1225,No,0,0
D27035,T087,2023-09-06,219,Yes,5,428
D27036,T087,2023-03-03,1172,No,0,0
D27037,T087,2023-02-28,711,No,0,0
D27038,T087,2024-02-19,919,No,0,0
D27039,T087,2024-12-28,198,No,0,0
D27040,T087,2023-08-26,453,No,0,0
D27041,T087,2024-09-28,1320,No,0,0
D27042,T087,2024-06-13,51,No,0,0
D27043,T087,2023-03-21,700,No,0,0
D27044,T087,2023-05-08,392,No,0,0
D27045,T087,2023-11-29,738,No,0,0
D27046,T087,2024-05-27,605,No,0,0
D27047,T087,2023-12-14,1094,Yes,3,98
D27048,T087,2024-10-19,1348,No,0,0
D27049,T087,2024-01-03,352,No,0,0
D27050,T087,2023-12-23,980,No,0,0
D27051,T087,2024-01-20,752,Yes,3,145
D27052,T087,2024-04-14,1272,No,0,0
D27053,T087,2024-07-24,715,No,0,0
D27054,T087,2023-09-04,1492,No,0,0
D27055,T087,2024-07-13,1395,No,0,0
D27056,T087,2024-07-01,552,No,0,0
D27057,T087,2024-04-13,1044,No,0,0
D27058,T087,2023-06-02,179,No,0,0
D27059,T087,2024-05-02,1053,No,0,0
D27060,T087,2024-07-29,1489,No,0,0
D27061,T087,2023-06-26,125,Yes,9,3596
D27062,T087,2023-08-06,337,No,0,0
D27063,T087,2023-10-03,250,No,0,0
D27064,T087,2024-10-07,1081,No,0,0
D27065,T087,2024-05-26,694,No,0,0
D27066,T087,2024-02-08,365,No,0,0
D27067,T087,2023-01-07,1340,No,0,0
D27068,T087,2023-08-08,1076,No,0,0
D27069,T087,2024-02-03,1340,No,0,0
D27070,T087,2023-12-16,1436,No,0,0
D27071,T087,2023-04-17,364,No,0,0
D27072,T087,2023-02-10,1308,No,0,0
D27073,T087,2023-08-05,301,No,0,0
D27074,T087,2023-11-23,311,No,0,0
D27075,T087,2024-02-17,1346,No,0,0
D27076,T087,2023-01-27,739,No,0,0
D27077,T087,2024-06-22,319,No,0,0
D27078,T087,2024-04-18,727,No,0,0
D27079,T087,2024-10-22,342,No,0,0
D27080,T087,2024-03-20,432,No,0,0
D27081,T087,2024-05-06,1240,No,0,0
D27082,T087,2023-05-15,1206,No,0,0
D27083,T087,2024-09-15,1405,No,0,0
D27084,T087,2023-02-12,1051,No,0,0
D27085,T087,2023-06-05,1378,Yes,9,4289
D27086,T087,2023-01-21,402,No,0,0
D27087,T087,2023-09-29,1269,No,0,0
D27088,T087,2023-01-31,1396,No,0,0
D27089,T087,2024-11-11,886,No,0,0
D27090,T087,2024-05-31,1373,Yes,3,108
D27091,T087,2023-08-07,1439,No,0,0
D27092,T087,2024-01-03,517,No,0,0
D27093,T087,2023-10-01,921,Yes,2,231
D27094,T087,2024-08-14,79,No,0,0
D27095,T087,2024-11-19,497,No,0,0
D27096,T087,2023-03-10,772,No,0,0
D27097,T087,2024-04-10,1396,No,0,0
D27098,T087,2023-11-11,1167,No,0,0
D27099,T087,2023-06-04,399,No,0,0
D27100,T087,2023-09-06,575,No,0,0
D27101,T087,2024-06-01,673,No,0,0
D27102,T087,2023-06-02,767,No,0,0
D27103,T087,2024-12-10,794,No,0,0
D27104,T087,2024-05-07,783,No,0,0
D27105,T087,2023-11-29,424,No,0,0
D27106,T087,2024-07-03,227,No,0,0
D27107,T087,2024-04-18,1243,Yes,7,848
D27108,T087,2023-03-10,574,No,0,0
D27109,T087,2024-01-05,392,No,0,0
D27110,T087,2024-01-13,1075,No,0,0
D27111,T087,2023-01-03,1470,No,0,0
D27112,T087,2023-08-30,518,Yes,5,844
D27113,T087,2023-04-24,307,No,0,0
D27114,T087,2023-10-22,308,No,0,0
D27115,T087,2023-03-15,1174,No,0,0
D27116,T087,2024-04-02,1045,Yes,4,1185
D27117,T087,2023-07-06,1025,No,0,0
D27118,T087,2023-12-21,732,No,0,0
D27119,T087,2023-12-01,658,No,0,0
D27120,T087,2024-04-12,420,No,0,0
D27121,T087,2024-12-14,997,No,0,0
D27122,T087,2024-03-13,261,No,0,0
D27123,T087,2024-07-02,1194,No,0,0
D27124,T087,2024-02-17,1238,No,0,0
D27125,T087,2024-08-15,631,No,0,0
D27126,T087,2024-01-22,729,No,0,0
D27127,T087,2023-04-05,793,No,0,0
D27128,T087,2024-08-06,1422,No,0,0
D27129,T087,2024-01-25,1292,No,0,0
D27130,T087,2023-02-03,797,No,0,0
D27131,T087,2023-11-25,635,Yes,4,449
D27132,T087,2023-05-18,485,No,0,0
D27133,T087,2024-08-20,467,No,0,0
D27134,T087,2023-05-03,1441,No,0,0
D27135,T087,2023-09-20,905,No,0,0
D27136,T087,2023-11-08,1300,Yes,13,1632
D27137,T087,2024-11-18,923,No,0,0
D27138,T087,2024-08-09,1120,No,0,0
D27139,T087,2023-11-06,111,No,0,0
D27140,T087,2024-12-03,164,No,0,0
D27141,T087,2023-10-04,354,No,0,0
D27142,T087,2023-02-24,790,No,0,0
D27143,T087,2023-08-23,532,No,0,0
D27144,T087,2023-09-10,872,No,0,0
D27145,T087,2024-03-08,821,No,0,0
D27146,T087,2024-10-08,538,No,0,0
D27147,T087,2024-12-16,863,No,0,0
D27148,T087,2023-03-01,129,No,0,0
D27149,T087,2024-10-18,156,Yes,8,1128
D27150,T087,2023-08-03,1311,No,0,0
D27151,T087,2024-03-31,769,No,0,0
D27152,T087,2024-06-23,953,Yes,16,3950
D27153,T087,2024-06-30,539,No,0,0
D27154,T087,2024-01-16,452,No,0,0
D27155,T087,2024-09-17,1303,No,0,0
D27156,T087,2024-08-28,1196,Yes,9,2736
D27157,T087,2024-08-08,863,No,0,0
D27158,T087,2024-02-04,389,No,0,0
D27159,T087,2024-01-22,1119,No,0,0
D27160,T087,2023-05-13,507,No,0,0
D27161,T087,2024-11-23,175,No,0,0
D27162,T087,2023-03-13,1255,Yes,8,2002
D27163,T087,2023-05-03,367,No,0,0
D27164,T087,2023-01-30,1453,No,0,0
D27165,T087,2023-08-13,976,Yes,12,2563
D27166,T087,2024-07-12,1463,No,0,0
D27167,T087,2024-06-08,479,No,0,0
D27168,T087,2024-09-05,235,No,0,0
D27169,T087,2024-08-19,1276,No,0,0
D27170,T087,2023-05-06,537,No,0,0
D27171,T087,2024-09-01,123,No,0,0
D27172,T087,2024-01-21,366,No,0,0
D27173,T087,2024-01-21,1230,No,0,0
D27174,T087,2024-10-06,117,No,0,0
D27175,T087,2024-08-01,126,No,0,0
D27176,T087,2024-02-04,1247,No,0,0
D27177,T087,2023-11-19,144,No,0,0
D27178,T087,2023-09-11,746,No,0,0
D27179,T087,2024-05-30,314,No,0,0
D27180,T087,2024-03-12,1455,No,0,0
D27181,T087,2023-11-01,163,No,0,0
D27182,T087,2023-11-07,162,No,0,0
D27183,T087,2023-04-24,276,No,0,0
D27184,T087,2023-10-29,1169,No,0,0
D27185,T087,2024-01-10,1329,No,0,0
D27186,T087,2023-01-19,315,No,0,0
D27187,T087,2023-02-26,873,No,0,0
D27188,T087,2024-08-14,662,No,0,0
D27189,T087,2023-09-05,822,No,0,0
D27190,T087,2024-07-10,1204,No,0,0
