Fuel_ID,Truck_ID,Date,Litres_Consumed,Distance_Covered_KM,Fuel_Efficiency_KMPL
F03024,T065,2023-08-20,2332,5946,2.55
F03025,T065,2023-08-03,1982,5054,2.55
F03026,T065,2024-12-19,361,920,2.55
F03027,T065,2024-12-15,445,1135,2.55
F03028,T065,2024-12-17,417,1063,2.55
F03029,T066,2023-03-07,1208,3721,3.08
F03030,T066,2023-03-27,1033,3183,3.08
F03031,T066,2023-03-03,1718,5290,3.08
F03032,T066,2024-05-24,1165,3588,3.08
F03033,T066,2024-05-27,1176,3623,3.08
F03034,T066,2024-05-07,1096,3377,3.08
F03035,T066,2024-08-18,1395,4296,3.08
F03036,T066,2024-08-15,2154,6635,3.08
F03037,T066,2024-08-06,1854,5710,3.08
F03038,T066,2024-08-12,1519,4677,3.08
F03039,T066,2024-03-20,2089,6435,3.08
F03040,T066,2024-03-13,1423,4382,3.08
F03041,T066,2024-02-29,1567,4826,3.08
F03042,T066,2023-01-03,2429,7481,3.08
F03043,T066,2022-12-31,1746,5379,3.08
F03044,T066,2023-01-21,1545,4760,3.08
F03045,T066,2023-09-12,1789,5511,3.08
F03046,T066,2023-09-19,1893,5829,3.08
F03047,T066,2023-09-09,1978,6093,3.08
F03048,T066,2024-03-31,914,2816,3.08
F03049,T066,2024-04-09,836,2576,3.08
F03050,T066,2024-04-02,1215,3743,3.08
F03051,T066,2024-02-11,2279,7020,3.08
F03052,T066,2024-02-11,2577,7936,3.08
F03053,T066,2024-02-18,1586,4884,3.08
F03054,T066,2024-09-20,1130,3480,3.08
F03055,T066,2024-09-24,1226,3775,3.08
F03056,T066,2024-09-25,863,2659,3.08
F03057,T066,2024-12-10,2457,7567,3.08
F03058,T066,2024-12-24,1486,4578,3.08
F03059,T066,2024-12-17,1775,5468,3.08
F03060,T066,2023-10-04,1723,5306,3.08
F03061,T066,2023-10-24,1565,4819,3.08
F03062,T066,2023-10-09,2250,6931,3.08
F03063,T066,2023-10-14,2127,6552,3.08
F03064,T066,2023-11-01,1591,4901,3.08
F03065,T066,2023-11-18,2359,7266,3.08
F03066,T066,2023-11-10,1835,5651,3.08
F03067,T066,2023-06-27,1958,6031,3.08
F03068,T066,2023-06-04,1590,4897,3.08
F03069,T066,2023-06-20,2092,6444,3.08
F03070,T066,2023-06-15,1272,3918,3.08
F03071,T066,2023-07-22,1539,4741,3.08
F03072,T066,2023-07-10,1287,3965,3.08
F03073,T066,2023-06-30,1407,4333,3.08
F03074,T066,2023-02-04,1039,3199,3.08
F03075,T066,2023-02-04,783,2413,3.08
F03076,T066,2023-02-22,801,2467,3.08
F03077,T066,2023-05-21,1324,4077,3.08
F03078,T066,2023-05-16,1900,5851,3.08
F03079,T066,2023-05-13,1806,5564,3.08
F03080,T066,2023-05-05,1869,5756,3.08
F03081,T066,2024-06-23,1871,5762,3.08
F03082,T066,2024-06-08,1717,5289,3.08
F03083,T066,2024-05-31,1932,5951,3.08
F03084,T066,2024-10-21,1376,4237,3.08
F03085,T066,2024-10-15,875,2696,3.08
F03086,T066,2024-10-22,975,3004,3.08
F03087,T066,2024-07-12,1433,4414,3.08
F03088,T066,2024-07-01,1160,3573,3.08
F03089,T066,2024-06-30,1665,5128,3.08
F03090,T066,2023-08-15,1552,4780,3.08
F03091,T066,2023-08-12,1674,5155,3.08
F03092,T066,2023-08-07,1887,5811,3.08
F03093,T066,2023-08-23,1871,5764,3.08
F03094,T066,2023-04-15,690,2124,3.08
F03095,T066,2023-04-14,809,2492,3.08
F03096,T066,2023-04-25,749,2308,3.08
F03097,T066,2024-11-08,2272,6998,3.08
F03098,T066,2024-11-10,1496,4608,3.08
F03099,T066,2024-11-09,2328,7169,3.08
F03100,T066,2024-01-02,2016,6210,3.08
F03101,T066,2024-01-05,1740,5360,3.08
F03102,T066,2024-01-11,2206,6793,3.08
F03103,T066,2023-12-21,1644,5065,3.08
F03104,T066,2023-12-22,1119,3446,3.08
F03105,T066,2023-12-12,1698,5231,3.08
F03106,T068,2023-10-27,1125,3588,3.19
F03107,T068,2023-10-27,1329,4241,3.19
F03108,T068,2023-10-18,930,2968,3.19
F03109,T068,2023-04-16,1146,3656,3.19
F03110,T068,2023-04-02,1767,5637,3.19
F03111,T068,2023-04-02,2038,6500,3.19
F03112,T068,2023-01-17,1034,3300,3.19
F03113,T068,2023-01-14,1144,3650,3.19
F03114,T068,2023-01-27,1034,3300,3.19
F03115,T068,2024-07-11,961,3064,3.19
F03116,T068,2024-07-03,640,2043,3.19
F03117,T068,2024-07-26,767,2446,3.19
F03118,T068,2024-11-03,787,2510,3.19
F03119,T068,2024-11-23,592,1889,3.19
F03120,T068,2024-11-16,641,2045,3.19
F03121,T068,2024-03-17,1445,4611,3.19
F03122,T068,2024-03-13,1254,4000,3.19
F03123,T068,2024-03-14,1707,5445,3.19
F03124,T068,2024-02-29,1916,6112,3.19
F03125,T068,2023-12-12,1366,4356,3.19
F03126,T068,2023-12-15,1874,5978,3.19
F03127,T068,2023-12-11,1714,5469,3.19
F03128,T068,2023-09-09,1651,5267,3.19
F03129,T068,2023-09-25,1686,5377,3.19
F03130,T068,2023-09-13,1513,4828,3.19
F03131,T068,2023-11-22,1817,5795,3.19
F03132,T068,2023-11-25,1715,5471,3.19
F03133,T068,2023-11-17,1265,4034,3.19
F03134,T068,2023-08-22,1075,3429,3.19
F03135,T068,2023-08-24,1184,3776,3.19
F03136,T068,2023-08-27,1522,4855,3.19
F03137,T068,2024-06-15,1956,6241,3.19
F03138,T068,2024-06-25,1887,6020,3.19
F03139,T068,2024-06-22,1403,4474,3.19
F03140,T068,2023-07-01,1638,5224,3.19
F03141,T068,2023-07-23,1304,4160,3.19
F03142,T068,2023-07-20,1425,4547,3.19
F03143,T068,2023-05-12,1828,5832,3.19
F03144,T068,2023-05-26,1103,3518,3.19
F03145,T068,2023-05-26,1481,4723,3.19
F03146,T068,2024-04-17,1529,4877,3.19
F03147,T068,2024-04-14,2372,7566,3.19
F03148,T068,2024-03-31,1921,6128,3.19
F03149,T068,2024-09-20,1092,3485,3.19
F03150,T068,2024-09-08,1632,5205,3.19
F03151,T068,2024-09-21,1281,4087,3.19
F03152,T068,2023-03-08,1852,5909,3.19
F03153,T068,2023-03-20,1679,5357,3.19
F03154,T068,2023-03-22,2043,6517,3.19
F03155,T068,2024-08-27,1397,4457,3.19
F03156,T068,2024-08-03,1679,5357,3.19
F03157,T068,2024-08-07,1887,6021,3.19
F03158,T068,2023-06-17,1807,5764,3.19
F03159,T068,2023-06-19,1750,5584,3.19
F03160,T068,2023-06-09,1750,5584,3.19
F03161,T068,2024-10-08,1022,3259,3.19
F03162,T068,2024-10-16,1229,3919,3.19
F03163,T068,2024-10-17,1034,3300,3.19
F03164,T068,2023-02-11,819,2613,3.19
F03165,T068,2023-02-05,735,2345,3.19
F03166,T068,2023-02-09,945,3015,3.19
F03167,T068,2024-05-01,1260,4018,3.19
F03168,T068,2024-05-09,1143,3645,3.19
F03169,T068,2024-05-03,1084,3458,3.19
F03170,T068,2024-01-06,659,2101,3.19
F03171,T068,2024-01-27,556,1774,3.19
F03172,T068,2024-01-09,637,2031,3.19
F03173,T068,2024-02-26,889,2837,3.19
F03174,T068,2024-02-18,909,2899,3.19
F03175,T068,2024-02-01,977,3118,3.19
F03176,T068,2024-11-30,1237,3946,3.19
F03177,T068,2024-12-11,1023,3264,3.19
F03178,T068,2024-12-27,1214,3874,3.19
F03179,T070,2024-09-11,2113,5389,2.55
F03180,T070,2024-09-04,1884,4803,2.55
F03181,T070,2024-09-05,2182,5565,2.55
F03182,T070,2024-09-13,2205,5623,2.55
F03183,T070,2023-09-07,2497,6367,2.55
F03184,T070,2023-09-13,2315,5904,2.55
F03185,T070,2023-09-17,2270,5788,2.55
F03186,T070,2023-09-08,1816,4630,2.55
F03187,T070,2023-09-25,1861,4746,2.55
F03188,T070,2024-04-02,2242,5717,2.55
F03189,T070,2024-04-17,3376,8610,2.55
F03190,T070,2024-04-22,2216,5650,2.55
F03191,T070,2024-03-23,2647,6749,2.55
F03192,T070,2024-03-05,2285,5826,2.55
F03193,T070,2024-03-05,2556,6519,2.55
F03194,T070,2023-08-25,2765,7050,2.55
F03195,T070,2023-08-12,3182,8114,2.55
F03196,T070,2023-08-09,2347,5985,2.55
F03197,T070,2023-08-15,2582,6584,2.55
F03198,T070,2024-02-06,1884,4804,2.55
F03199,T070,2024-01-31,1579,4026,2.55
F03200,T070,2024-02-19,2333,5948,2.55
F03201,T070,2024-11-18,2116,5396,2.55
F03202,T070,2024-11-16,1603,4088,2.55
F03203,T070,2024-11-12,1518,3870,2.55
F03204,T070,2024-11-22,1582,4033,2.55
F03205,T070,2023-02-13,2895,7383,2.55
F03206,T070,2023-02-27,2895,7383,2.55
F03207,T070,2023-02-06,2260,5762,2.55
F03208,T070,2024-10-21,2647,6750,2.55
F03209,T070,2024-10-18,2176,5549,2.55
F03210,T070,2024-10-04,2064,5263,2.55
F03211,T070,2024-10-04,2760,7037,2.55
F03212,T070,2024-07-26,2299,5862,2.55
F03213,T070,2024-07-02,2319,5913,2.55
F03214,T070,2024-07-27,2601,6633,2.55
F03215,T070,2024-07-09,1815,4628,2.55
F03216,T070,2024-12-16,1941,4949,2.55
F03217,T070,2024-12-17,1685,4298,2.55
F03218,T070,2024-12-26,1702,4341,2.55
F03219,T070,2024-12-09,1635,4168,2.55
F03220,T070,2023-03-25,1332,3397,2.55
F03221,T070,2023-03-09,1793,4571,2.55
F03222,T070,2023-03-21,1973,5032,2.55
F03223,T070,2023-10-25,1766,4503,2.55
F03224,T070,2023-10-03,2659,6781,2.55
F03225,T070,2023-10-03,2368,6039,2.55
F03226,T070,2023-12-01,1533,3909,2.55
F03227,T070,2023-12-21,1251,3190,2.55
F03228,T070,2023-12-21,1780,4538,2.55
F03229,T070,2023-11-07,1863,4751,2.55
F03230,T070,2023-11-26,1687,4303,2.55
F03231,T070,2023-11-24,1723,4393,2.55
F03232,T070,2023-05-02,2161,5511,2.55
F03233,T070,2023-04-30,1758,4482,2.55
F03234,T070,2023-05-01,2066,5269,2.55
F03235,T070,2023-05-16,2256,5753,2.55
F03236,T070,2023-07-20,3030,7727,2.55
F03237,T070,2023-07-11,1933,4928,2.55
F03238,T070,2023-07-08,2625,6693,2.55
F03239,T070,2023-04-03,1995,5087,2.55
F03240,T070,2023-04-08,2596,6619,2.55
F03241,T070,2023-04-20,1923,4903,2.55
F03242,T070,2024-06-05,2976,7588,2.55
F03243,T070,2024-06-07,2827,7209,2.55
F03244,T070,2024-06-15,2926,7462,2.55
F03245,T070,2024-01-05,1995,5087,2.55
F03246,T070,2024-01-09,2046,5217,2.55
F03247,T070,2024-01-27,2071,5282,2.55
F03248,T070,2024-01-04,2429,6195,2.55
F03249,T070,2024-01-18,2839,7239,2.55
F03250,T070,2023-06-22,1984,5059,2.55
F03251,T070,2023-06-15,2300,5864,2.55
F03252,T070,2023-06-06,1871,4772,2.55
F03253,T070,2024-08-20,3067,7820,2.55
F03254,T070,2024-08-15,2179,5556,2.55
F03255,T070,2024-08-08,2851,7271,2.55
F03256,T070,2024-05-06,2268,5783,2.55
F03257,T070,2024-05-25,1485,3787,2.55
F03258,T070,2024-05-20,1445,3685,2.55
F03259,T070,2024-05-16,1947,4964,2.55
F03260,T070,2023-01-16,2046,5217,2.55
F03261,T070,2023-01-10,2784,7098,2.55
F03262,T070,2023-01-15,1998,5096,2.55
F03263,T071,2024-09-21,2187,6058,2.77
F03264,T071,2024-09-25,2531,7012,2.77
F03265,T071,2024-09-18,1964,5441,2.77
F03266,T071,2023-01-09,2523,6989,2.77
F03267,T071,2023-01-16,2263,6268,2.77
F03268,T071,2023-01-05,2343,6490,2.77
F03269,T071,2024-11-11,2362,6542,2.77
F03270,T071,2024-11-15,2380,6593,2.77
F03271,T071,2024-11-18,2158,5979,2.77
F03272,T071,2024-08-13,932,2583,2.77
F03273,T071,2024-08-23,1316,3645,2.77
F03274,T071,2024-08-23,1035,2867,2.77
F03275,T071,2023-12-05,2341,6485,2.77
F03276,T071,2023-12-05,2341,6485,2.77
F03277,T071,2023-12-13,2604,7212,2.77
F03278,T071,2024-10-08,2474,6852,2.77
F03279,T071,2024-10-17,1689,4679,2.77
F03280,T071,2024-10-11,2393,6629,2.77
F03281,T071,2024-04-27,1210,3353,2.77
F03282,T071,2024-04-01,1695,4694,2.77
F03283,T071,2024-04-14,1664,4610,2.77
F03284,T071,2023-07-27,1380,3823,2.77
F03285,T071,2023-07-16,2004,5552,2.77
F03286,T071,2023-07-23,2194,6076,2.77
F03287,T071,2024-05-03,1623,4495,2.77
F03288,T071,2024-05-07,1563,4329,2.77
F03289,T071,2024-05-15,1172,3247,2.77
F03290,T071,2024-01-27,1920,5318,2.77
F03291,T071,2024-01-19,1152,3191,2.77
F03292,T071,2024-01-10,1840,5097,2.77
F03293,T071,2024-01-07,1472,4077,2.77
F03294,T071,2023-06-17,1580,4377,2.77
F03295,T071,2023-06-02,2060,5706,2.77
F03296,T071,2023-06-13,1920,5318,2.77
F03297,T071,2024-03-15,2076,5750,2.77
F03298,T071,2024-03-13,2017,5587,2.77
F03299,T071,2024-02-29,1586,4394,2.77
F03300,T071,2023-02-23,1283,3553,2.77
F03301,T071,2023-02-09,1077,2984,2.77
F03302,T071,2023-02-15,1029,2849,2.77
F03303,T071,2024-12-11,2026,5612,2.77
F03304,T071,2024-12-24,1678,4647,2.77
F03305,T071,2024-12-06,1504,4165,2.77
F03306,T071,2024-02-15,2039,5648,2.77
F03307,T071,2024-02-07,1199,3322,2.77
F03308,T071,2024-02-27,1696,4699,2.77
F03309,T071,2023-08-26,1454,4028,2.77
F03310,T071,2023-08-26,1629,4513,2.77
F03311,T071,2023-08-23,2085,5775,2.77
F03312,T071,2023-08-13,2155,5969,2.77
F03313,T071,2024-07-01,1484,4111,2.77
F03314,T071,2024-07-18,1383,3832,2.77
F03315,T071,2024-07-17,1600,4431,2.77
F03316,T071,2023-03-15,1933,5355,2.77
F03317,T071,2023-03-20,1550,4293,2.77
F03318,T071,2023-03-11,1949,5399,2.77
F03319,T071,2023-10-24,1703,4716,2.77
F03320,T071,2023-10-17,1756,4863,2.77
F03321,T071,2023-10-24,1259,3488,2.77
F03322,T071,2023-09-17,3065,8489,2.77
F03323,T071,2023-09-18,2168,6004,2.77
F03324,T071,2023-09-27,3189,8834,2.77
F03325,T071,2023-04-21,2031,5627,2.77
F03326,T071,2023-04-08,1494,4138,2.77
F03327,T071,2023-04-14,2390,6620,2.77
F03328,T071,2024-06-21,1173,3250,2.77
F03329,T071,2024-06-22,1366,3784,2.77
F03330,T071,2024-06-07,1784,4942,2.77
F03331,T071,2023-05-20,1722,4769,2.77
F03332,T071,2023-05-06,1425,3947,2.77
F03333,T071,2023-05-24,2217,6140,2.77
F03334,T071,2023-05-22,2513,6962,2.77
F03335,T071,2023-11-15,1337,3704,2.77
F03336,T071,2023-11-06,1525,4223,2.77
F03337,T071,2023-11-02,1284,3556,2.77
F03338,T072,2024-12-02,1381,4227,3.06
F03339,T072,2024-12-18,1180,3611,3.06
F03340,T072,2024-12-16,1314,4022,3.06
F03341,T072,2023-07-10,2076,6353,3.06
F03342,T072,2023-07-04,2436,7455,3.06
F03343,T072,2023-07-07,2436,7455,3.06
F03344,T072,2023-09-27,1701,5204,3.06
F03345,T072,2023-09-04,1518,4645,3.06
F03346,T072,2023-08-31,1701,5204,3.06
F03347,T072,2023-06-27,1091,3339,3.06
F03348,T072,2023-06-23,1260,3856,3.06
F03349,T072,2023-06-04,1260,3856,3.06
F03350,T072,2024-10-18,1293,3956,3.06
F03351,T072,2024-10-13,1662,5087,3.06
F03352,T072,2024-10-20,1739,5322,3.06
F03353,T072,2024-08-08,1217,3723,3.06
F03354,T072,2024-08-02,1266,3874,3.06
F03355,T072,2024-08-04,2055,6289,3.06
F03356,T072,2023-04-12,1498,4585,3.06
F03357,T072,2023-04-17,991,3031,3.06
F03358,T072,2023-04-13,892,2728,3.06
F03359,T072,2023-01-13,1522,4658,3.06
F03360,T072,2023-01-14,1993,6100,3.06
F03361,T072,2023-01-25,2211,6766,3.06
F03362,T072,2024-09-13,1667,5102,3.06
F03363,T072,2024-09-13,1858,5686,3.06
F03364,T072,2024-09-13,1442,4411,3.06
F03365,T072,2024-07-09,1492,4567,3.06
F03366,T072,2024-07-24,1846,5649,3.06
F03367,T072,2024-07-20,2357,7211,3.06
F03368,T072,2024-04-08,1921,5878,3.06
F03369,T072,2024-04-05,2105,6440,3.06
F03370,T072,2024-04-10,1403,4294,3.06
F03371,T072,2024-04-11,1387,4243,3.06
F03372,T072,2024-11-23,1633,4996,3.06
F03373,T072,2024-11-13,1116,3416,3.06
F03374,T072,2024-10-31,1675,5124,3.06
F03375,T072,2023-10-23,1506,4608,3.06
F03376,T072,2023-10-10,955,2921,3.06
F03377,T072,2023-10-12,1425,4362,3.06
F03378,T072,2023-10-31,856,2620,3.06
F03379,T072,2023-11-26,568,1739,3.06
F03380,T072,2023-11-03,576,1762,3.06
F03381,T072,2024-02-19,1596,4885,3.06
F03382,T072,2024-02-15,1987,6081,3.06
F03383,T072,2024-01-31,1157,3539,3.06
F03384,T072,2024-05-11,1534,4695,3.06
F03385,T072,2024-05-23,1886,5770,3.06
F03386,T072,2024-05-06,1497,4582,3.06
F03387,T072,2024-03-16,1785,5463,3.06
F03388,T072,2024-03-15,1951,5970,3.06
F03389,T072,2024-03-14,2227,6815,3.06
F03390,T072,2024-06-04,1824,5581,3.06
F03391,T072,2024-06-15,1364,4175,3.06
F03392,T072,2024-06-01,1020,3120,3.06
F03393,T072,2023-03-12,1334,4082,3.06
F03394,T072,2023-03-12,1312,4014,3.06
F03395,T072,2023-03-26,1112,3402,3.06
F03396,T072,2023-05-17,1266,3875,3.06
F03397,T072,2023-05-18,909,2781,3.06
F03398,T072,2023-05-27,756,2312,3.06
F03399,T072,2023-08-07,1668,5103,3.06
F03400,T072,2023-08-07,1206,3690,3.06
F03401,T072,2023-07-31,1450,4436,3.06
F03402,T072,2023-02-04,1114,3408,3.06
F03403,T072,2023-01-31,1198,3666,3.06
F03404,T072,2023-02-19,880,2692,3.06
F03405,T072,2024-01-19,1444,4418,3.06
F03406,T072,2023-12-31,941,2878,3.06
F03407,T072,2024-01-09,1351,4134,3.06
F03408,T072,2023-12-22,1806,5527,3.06
F03409,T072,2023-12-23,2042,6248,3.06
F03410,T072,2023-12-03,1963,6007,3.06
F03411,T073,2023-09-03,1625,4842,2.98
F03412,T073,2023-09-08,1780,5305,2.98
F03413,T073,2023-09-06,2109,6284,2.98
F03414,T073,2023-03-19,1721,5128,2.98
F03415,T073,2023-03-06,1637,4879,2.98
F03416,T073,2023-03-03,1504,4481,2.98
F03417,T073,2024-09-23,1659,4944,2.98
F03418,T073,2024-09-09,2057,6129,2.98
F03419,T073,2024-09-03,1262,3760,2.98
F03420,T073,2024-07-31,1630,4856,2.98
F03421,T073,2024-08-01,1786,5321,2.98
F03422,T073,2024-08-22,2812,8381,2.98
F03423,T073,2024-08-22,2790,8315,2.98
F03424,T073,2024-01-26,1641,4891,2.98
F03425,T073,2024-01-24,1428,4255,2.98
F03426,T073,2024-01-24,1625,4842,2.98
F03427,T073,2023-12-31,1625,4842,2.98
F03428,T073,2024-06-07,1828,5447,2.98
F03429,T073,2024-06-04,1527,4549,2.98
F03430,T073,2024-06-14,2450,7300,2.98
F03431,T073,2024-06-19,1828,5447,2.98
F03432,T073,2023-06-10,944,2813,2.98
F03433,T073,2023-06-19,1348,4018,2.98
F03434,T073,2023-06-23,1275,3799,2.98
F03435,T073,2023-10-03,1574,4691,2.98
F03436,T073,2023-10-12,1613,4808,2.98
F03437,T073,2023-10-08,1830,5454,2.98
F03438,T073,2023-10-07,1633,4867,2.98
F03439,T073,2023-10-15,1751,5219,2.98
F03440,T073,2024-04-08,1861,5546,2.98
F03441,T073,2024-04-12,1861,5546,2.98
F03442,T073,2024-04-12,1989,5926,2.98
F03443,T073,2023-07-09,2503,7459,2.98
F03444,T073,2023-07-06,2367,7054,2.98
F03445,T073,2023-07-15,1378,4105,2.98
F03446,T073,2023-12-21,1988,5923,2.98
F03447,T073,2023-12-26,2787,8305,2.98
F03448,T073,2023-12-04,2506,7468,2.98
F03449,T073,2023-05-08,1423,4240,2.98
F03450,T073,2023-05-20,1361,4056,2.98
F03451,T073,2023-05-25,1640,4886,2.98
F03452,T073,2024-10-23,1982,5906,2.98
F03453,T073,2024-10-20,1834,5466,2.98
F03454,T073,2024-10-03,1802,5369,2.98
F03455,T073,2024-03-01,1674,4990,2.98
F03456,T073,2024-03-23,2417,7202,2.98
F03457,T073,2024-03-21,1903,5671,2.98
F03458,T073,2024-02-14,2067,6159,2.98
F03459,T073,2024-02-07,1870,5573,2.98
F03460,T073,2024-02-10,1437,4282,2.98
F03461,T073,2023-08-13,1899,5658,2.98
F03462,T073,2023-08-05,1998,5953,2.98
F03463,T073,2023-08-12,1622,4833,2.98
F03464,T073,2023-08-05,2116,6307,2.98
F03465,T073,2024-07-25,1659,4944,2.98
F03466,T073,2024-07-07,1307,3896,2.98
F03467,T073,2024-06-30,998,2975,2.98
F03468,T073,2023-11-25,734,2187,2.98
F03469,T073,2023-11-18,768,2290,2.98
F03470,T073,2023-11-12,933,2779,2.98
F03471,T073,2024-05-08,1621,4830,2.98
F03472,T073,2024-05-16,1781,5307,2.98
F03473,T073,2024-05-19,2012,5997,2.98
F03474,T073,2024-05-12,1460,4352,2.98
F03475,T073,2023-04-12,1947,5801,2.98
F03476,T073,2023-04-15,1361,4055,2.98
F03477,T073,2023-04-14,2188,6519,2.98
F03478,T073,2024-12-26,1137,3387,2.98
F03479,T073,2024-12-08,1329,3960,2.98
F03480,T073,2024-12-21,2065,6154,2.98
F03481,T073,2024-11-17,1195,3560,2.98
F03482,T073,2024-11-13,1236,3683,2.98
F03483,T073,2024-11-06,1208,3601,2.98
F03484,T073,2023-02-16,1300,3873,2.98
F03485,T073,2023-02-19,1976,5887,2.98
F03486,T073,2023-02-07,1611,4802,2.98
F03487,T073,2023-01-09,1916,5709,2.98
F03488,T073,2023-01-24,1364,4064,2.98
F03489,T073,2023-01-09,1315,3919,2.98
F03490,T075,2024-08-15,1083,3228,2.98
F03491,T075,2024-08-19,1682,5012,2.98
F03492,T075,2024-08-01,1511,4503,2.98
F03493,T075,2023-03-02,1929,5747,2.98
F03494,T075,2023-03-14,1245,3711,2.98
F03495,T075,2023-03-24,1549,4616,2.98
F03496,T075,2024-07-09,1623,4836,2.98
F03497,T075,2024-07-20,1716,5113,2.98
F03498,T075,2024-07-07,1357,4043,2.98
F03499,T075,2023-11-17,1719,5122,2.98
F03500,T075,2023-10-31,2118,6311,2.98
F03501,T075,2023-11-11,1493,4449,2.98
F03502,T075,2023-06-03,1256,3743,2.98
F03503,T075,2023-05-31,1579,4704,2.98
F03504,T075,2023-05-31,2088,6221,2.98
F03505,T075,2024-11-21,1849,5509,2.98
F03506,T075,2024-11-01,1424,4244,2.98
F03507,T075,2024-11-21,1576,4696,2.98
F03508,T075,2023-02-11,1307,3896,2.98
F03509,T075,2023-02-18,1119,3335,2.98
F03510,T075,2023-02-20,1284,3826,2.98
F03511,T075,2024-12-20,1625,4842,2.98
F03512,T075,2024-12-25,1587,4728,2.98
F03513,T075,2024-12-12,1911,5696,2.98
F03514,T075,2024-04-30,1495,4455,2.98
F03515,T075,2024-05-05,1731,5158,2.98
F03516,T075,2024-05-06,1212,3611,2.98
F03517,T075,2023-10-11,1373,4091,2.98
F03518,T075,2023-10-05,1596,4755,2.98
F03519,T075,2023-10-11,1361,4055,2.98
F03520,T075,2024-06-01,1334,3976,2.98
F03521,T075,2024-06-11,1878,5597,2.98
F03522,T075,2024-06-18,1246,3714,2.98
F03523,T075,2024-05-31,1720,5126,2.98
F03524,T075,2023-09-25,1609,4796,2.98
F03525,T075,2023-09-22,1009,3008,2.98
F03526,T075,2023-09-16,1664,4959,2.98
F03527,T075,2024-10-09,764,2278,2.98
F03528,T075,2024-10-24,881,2624,2.98
F03529,T075,2024-10-03,1063,3169,2.98
F03530,T075,2024-09-12,1328,3957,2.98
F03531,T075,2024-09-15,1315,3918,2.98
F03532,T075,2024-09-04,1078,3213,2.98
F03533,T075,2023-12-23,2134,6359,2.98
F03534,T075,2023-12-04,1810,5394,2.98
F03535,T075,2023-12-14,2286,6813,2.98
F03536,T075,2023-08-13,1769,5272,2.98
F03537,T075,2023-08-06,1122,3343,2.98
F03538,T075,2023-08-23,1582,4715,2.98
F03539,T075,2023-05-01,840,2502,2.98
F03540,T075,2023-05-16,701,2089,2.98
F03541,T075,2023-05-03,880,2623,2.98
F03542,T075,2024-03-07,1745,5199,2.98
F03543,T075,2024-03-06,1264,3767,2.98
F03544,T075,2024-03-23,2101,6260,2.98
F03545,T075,2024-01-16,1654,4929,2.98
F03546,T075,2024-01-14,1290,3845,2.98
F03547,T075,2024-01-01,1886,5619,2.98
F03548,T075,2024-04-10,1117,3330,2.98
F03549,T075,2024-04-22,1017,3030,2.98
F03550,T075,2024-04-18,1162,3463,2.98
F03551,T075,2023-01-27,1909,5688,2.98
F03552,T075,2023-01-12,2202,6563,2.98
F03553,T075,2023-01-04,2312,6891,2.98
F03554,T075,2024-02-06,789,2351,2.98
F03555,T075,2024-02-22,884,2633,2.98
F03556,T075,2024-02-18,852,2539,2.98
F03557,T075,2023-04-05,2120,6317,2.98
F03558,T075,2023-04-04,1435,4276,2.98
F03559,T075,2023-04-07,1207,3596,2.98
F03560,T075,2023-07-06,1049,3125,2.98
F03561,T075,2023-07-17,1148,3421,2.98
F03562,T075,2023-07-09,806,2401,2.98
F03563,T076,2024-07-10,3223,7896,2.45
F03564,T076,2024-07-09,2253,5520,2.45
F03565,T076,2024-07-19,3280,8035,2.45
F03566,T076,2023-07-03,2611,6397,2.45
F03567,T076,2023-07-17,2220,5440,2.45
F03568,T076,2023-07-10,1850,4533,2.45
F03569,T076,2024-04-27,2444,5987,2.45
F03570,T076,2024-04-21,2205,5403,2.45
F03571,T076,2024-04-01,2205,5403,2.45
F03572,T076,2024-04-07,2483,6084,2.45
F03573,T076,2023-10-21,2355,5770,2.45
F03574,T076,2023-10-25,1644,4029,2.45
F03575,T076,2023-10-18,2294,5621,2.45
F03576,T076,2024-11-12,1718,4208,2.45
F03577,T076,2024-11-07,1914,4689,2.45
F03578,T076,2024-11-01,1309,3206,2.45
F03579,T076,2024-09-08,1928,4723,2.45
F03580,T076,2024-09-14,1818,4453,2.45
F03581,T076,2024-09-17,2276,5577,2.45
F03582,T076,2024-02-23,1524,3735,2.45
F03583,T076,2024-02-02,1447,3544,2.45
F03584,T076,2024-02-27,1447,3544,2.45
F03585,T076,2023-01-06,3282,8040,2.45
F03586,T076,2023-01-08,2664,6527,2.45
F03587,T076,2023-01-09,3282,8040,2.45
F03588,T076,2023-10-31,811,1986,2.45
F03589,T076,2023-11-22,1211,2968,2.45
F03590,T076,2023-11-04,820,2010,2.45
F03591,T076,2023-03-09,2918,7150,2.45
F03592,T076,2023-03-10,1718,4209,2.45
F03593,T076,2023-03-03,1883,4613,2.45
F03594,T076,2023-09-23,2179,5339,2.45
F03595,T076,2023-09-14,2419,5926,2.45
F03596,T076,2023-09-09,2179,5339,2.45
F03597,T076,2024-12-08,983,2408,2.45
F03598,T076,2024-12-03,1573,3853,2.45
F03599,T076,2024-12-12,1651,4046,2.45
F03600,T076,2024-05-13,2753,6745,2.45
F03601,T076,2024-05-03,2144,5252,2.45
F03602,T076,2024-05-04,1918,4699,2.45
F03603,T076,2024-05-05,2392,5860,2.45
F03604,T076,2023-06-19,1233,3021,2.45
F03605,T076,2023-06-02,1740,4263,2.45
F03606,T076,2023-06-27,1993,4884,2.45
